position,origin_generation,abs_population_freq,selection_coefficient,dominance_coefficient,active_mutations,current_generation
5000.560399,420,700,1,0.5,1,10424
5000.560399,421,725,1,0.5,1,10425
5000.560399,422,745,1,0.5,1,10426
5000.560399,423,739,1,0.5,1,10427
5000.560399,424,750,1,0.5,1,10428
5000.560399,425,787,1,0.5,1,10429
5000.560399,426,751,1,0.5,1,10430
5000.560399,427,791,1,0.5,1,10431
5000.560399,428,802,1,0.5,1,10432
5000.560399,429,818,1,0.5,1,10433
5000.560399,430,816,1,0.5,1,10434
5000.560399,431,810,1,0.5,1,10435
5000.560399,432,823,1,0.5,1,10436
5000.560399,433,827,1,0.5,1,10437
5000.560399,434,843,1,0.5,1,10438
5000.560399,435,851,1,0.5,1,10439
5000.560399,436,874,1,0.5,1,10440
5000.560399,437,844,1,0.5,1,10441
5000.560399,438,908,1,0.5,1,10442
5000.560399,439,894,1,0.5,1,10443
5000.560399,440,909,1,0.5,1,10444
5000.560399,441,908,1,0.5,1,10445
5000.560399,442,914,1,0.5,1,10446
5000.560399,443,915,1,0.5,1,10447
5000.560399,444,889,1,0.5,1,10448
5000.560399,445,930,1,0.5,1,10449
5000.560399,446,928,1,0.5,1,10450
5000.560399,447,931,1,0.5,1,10451
5000.560399,448,948,1,0.5,1,10452
5000.560399,449,956,1,0.5,1,10453
5000.560399,450,949,1,0.5,1,10454
5000.560399,451,937,1,0.5,1,10455
5000.560399,452,950,1,0.5,1,10456
5000.560399,453,956,1,0.5,1,10457
5000.560399,454,953,1,0.5,1,10458
5000.560399,455,942,1,0.5,1,10459
5000.560399,456,947,1,0.5,1,10460
5000.560399,457,942,1,0.5,1,10461
5000.560399,458,953,1,0.5,1,10462
5000.560399,459,960,1,0.5,1,10463
5000.560399,460,955,1,0.5,1,10464
5000.560399,461,953,1,0.5,1,10465
5000.560399,462,968,1,0.5,1,10466
5000.560399,463,971,1,0.5,1,10467
5000.560399,464,967,1,0.5,1,10468
5000.560399,465,975,1,0.5,1,10469
5000.560399,466,979,1,0.5,1,10470
5000.560399,467,986,1,0.5,1,10471
5000.560399,468,982,1,0.5,1,10472
5000.560399,469,990,1,0.5,1,10473
5000.560399,470,980,1,0.5,1,10474
5000.560399,471,982,1,0.5,1,10475
5000.560399,472,989,1,0.5,1,10476
5000.560399,473,991,1,0.5,1,10477
5000.560399,474,994,1,0.5,1,10478
5000.560399,475,994,1,0.5,1,10479
5000.560399,476,994,1,0.5,1,10480
5000.560399,477,997,1,0.5,1,10481
5000.560399,478,995,1,0.5,1,10482
5000.560399,479,995,1,0.5,1,10483
5000.560399,480,996,1,0.5,1,10484
5000.560399,481,996,1,0.5,1,10485
5000.560399,482,994,1,0.5,1,10486
5000.560399,483,996,1,0.5,1,10487
5000.560399,484,996,1,0.5,1,10488
5000.560399,485,1000,1,0.5,1,10489
5000.560399,486,998,1,0.5,1,10490
5000.560399,487,999,1,0.5,1,10491
5000.560399,488,995,1,0.5,1,10492
5000.560399,489,996,1,0.5,1,10493
5000.560399,490,996,1,0.5,1,10494
5000.560399,491,994,1,0.5,1,10495
5000.560399,492,995,1,0.5,1,10496
5000.560399,493,998,1,0.5,1,10497
5000.560399,494,996,1,0.5,1,10498
5000.560399,495,994,1,0.5,1,10499
5000.560399,496,999,1,0.5,1,10500
5000.560399,497,999,1,0.5,1,10501
5000.560399,498,999,1,0.5,1,10502
5000.560399,499,997,1,0.5,1,10503
5000.560399,500,995,1,0.5,1,10504
5000.560399,501,997,1,0.5,1,10505
5000.560399,502,994,1,0.5,1,10506
5000.560399,503,991,1,0.5,1,10507
5000.560399,504,994,1,0.5,1,10508
5000.560399,505,996,1,0.5,1,10509
5000.560399,506,988,1,0.5,1,10510
5000.560399,507,991,1,0.5,1,10511
5000.560399,508,987,1,0.5,1,10512
5000.560399,509,990,1,0.5,1,10513
5000.560399,510,989,1,0.5,1,10514
5000.560399,511,989,1,0.5,1,10515
5000.560399,512,995,1,0.5,1,10516
5000.560399,513,996,1,0.5,1,10517
5000.560399,514,992,1,0.5,1,10518
5000.560399,515,996,1,0.5,1,10519
5000.560399,516,996,1,0.5,1,10520
5000.560399,517,995,1,0.5,1,10521
5000.560399,518,999,1,0.5,1,10522
5000.560399,519,997,1,0.5,1,10523
5000.560399,520,996,1,0.5,1,10524
5000.560399,521,998,1,0.5,1,10525
5000.560399,522,998,1,0.5,1,10526
5000.560399,523,999,1,0.5,1,10527
5000.560399,524,998,1,0.5,1,10528
5000.560399,525,997,1,0.5,1,10529
5000.560399,526,997,1,0.5,1,10530
5000.560399,527,999,1,0.5,1,10531
5000.560399,528,1000,1,0.5,1,10532
5000.560399,529,1000,1,0.5,1,10533
5000.560399,530,1000,1,0.5,1,10534
5000.560399,531,999,1,0.5,1,10535
5000.560399,532,1000,1,0.5,1,10536
5000.560399,533,1000,1,0.5,1,10537
5000.560399,534,1000,1,0.5,1,10538
5000.560399,535,1000,1,0.5,1,10539
5000.560399,536,1000,1,0.5,1,10540
5000.560399,537,1000,1,0.5,1,10541
5000.560399,538,1000,1,0.5,1,10542
5000.560399,539,1000,1,0.5,1,10543
5000.560399,540,1000,1,0.5,1,10544
5000.560399,541,1000,1,0.5,1,10545
5000.560399,542,1000,1,0.5,1,10546
5000.560399,543,1000,1,0.5,1,10547
5000.560399,544,1000,1,0.5,1,10548
5000.560399,545,1000,1,0.5,1,10549
5000.560399,546,1000,1,0.5,1,10550
5000.560399,547,1000,1,0.5,1,10551
5000.560399,548,1000,1,0.5,1,10552
5000.560399,549,1000,1,0.5,1,10553
5000.560399,550,1000,1,0.5,1,10554
5000.560399,551,1000,1,0.5,1,10555
5000.560399,552,1000,1,0.5,1,10556
5000.560399,553,1000,1,0.5,1,10557
5000.560399,554,1000,1,0.5,1,10558
5000.560399,555,1000,1,0.5,1,10559
5000.560399,556,1000,1,0.5,1,10560
5000.560399,557,1000,1,0.5,1,10561
5000.560399,558,1000,1,0.5,1,10562
5000.560399,559,1000,1,0.5,1,10563
5000.560399,560,1000,1,0.5,1,10564
5000.560399,561,1000,1,0.5,1,10565
5000.560399,562,1000,1,0.5,1,10566
5000.560399,563,1000,1,0.5,1,10567
5000.560399,564,1000,1,0.5,1,10568
5000.560399,565,1000,1,0.5,1,10569
5000.560399,566,1000,1,0.5,1,10570
5000.560399,567,1000,1,0.5,1,10571
5000.560399,568,1000,1,0.5,1,10572
5000.560399,569,1000,1,0.5,1,10573
5000.560399,570,1000,1,0.5,1,10574
5000.560399,571,1000,1,0.5,1,10575
5000.560399,572,1000,1,0.5,1,10576
5000.560399,573,1000,1,0.5,1,10577
5000.560399,574,1000,1,0.5,1,10578
5000.560399,575,1000,1,0.5,1,10579
5000.560399,576,1000,1,0.5,1,10580
5000.560399,577,1000,1,0.5,1,10581
5000.560399,578,1000,1,0.5,1,10582
5000.560399,579,1000,1,0.5,1,10583
5000.560399,580,1000,1,0.5,1,10584
5000.658785,300,1,1,0.5,1,10304
5000.658785,301,1,1,0.5,1,10305
5000.37858,200,1,1,0.5,1,10203
5000.37858,201,1,1,0.5,1,10204
5000.216892,100,1,1,0.5,1,10102
5000.216892,101,1,1,0.5,1,10103
5000.293773,0,1,1,0.5,1,10001
5000.293773,1,1,1,0.5,1,10002
